번호,자재ID,자재명,대분류,중분류,단위,규격,가격,색상,재고,공급업체,지점,메모
652,MF600104,소재 - 페니쿰,생화,소재(그린),,,10560,,2,월드플로라,릴리맥NC이스트폴점,
653,MF600114,소재 - 피토스포륨,생화,소재(그린),,,10000,기타,1,월드플로라,릴리맥NC이스트폴점,
654,MF600124,소재 - 홍가시,생화,소재(그린),,,10000,기타,2,월드플로라,릴리맥NC이스트폴점,
655,MF600134,소재 강아지풀 (국산),생화,소재(그린),,,7500,,3,미지정,릴리맥NC이스트폴점,
656,MF600144,소재 개나리,생화,소재(그린),,,7000,,1,대명소재,릴리맥NC이스트폴점,
657,MF600154,소재 계피스틱,생화,소재(그린),,,9600,,1,미지정,릴리맥NC이스트폴점,
658,MF600164,소재 골드 미스티,생화,소재(그린),,,15000,옐로우,1,미지정,릴리맥NC이스트폴점,
659,MF600174,소재 기린초,생화,소재(그린),,,7500,,1,미지정,릴리맥NC이스트폴점,
660,MF600184,소재 꼬리조팝,생화,소재(그린),,,7000,기타,1,일산플라워-양재,릴리맥NC이스트폴점,
661,MF600194,소재 나무피,생화,소재(그린),,,30000,,1,미지정,릴리맥NC이스트폴점,
662,MF600204,소재 낙산홍,생화,소재(그린),,,13000,,1,미지정,릴리맥NC이스트폴점,
663,MF600214,소재 남아공 믹스,생화,소재(그린),,,15000,기타,1,꽃동산,릴리맥NC이스트폴점,
664,MF600224,소재 남천,생화,소재(그린),,,5000,기타,1,꽃동산,릴리맥NC이스트폴점,
665,MF600234,소재 냉이초,생화,소재(그린),,,7000,,4,루시플라워-양재,릴리맥NC이스트폴점,
666,MF600244,소재 냉이초,생화,소재(그린),,,10000,,2,일산플라워-양재,릴리맥NC이스트폴점,
667,MF600254,소재 당근초,생화,소재(그린),,,10000,,1,미지정,릴리맥NC이스트폴점,
668,MF600264,소재 더글라스,생화,소재(그린),,,7000,,2,미지정,릴리맥NC이스트폴점,
669,MF600274,소재 더글라스,생화,소재(그린),,,10500,,1,미지정,릴리맥NC이스트폴점,
670,MF600284,소재 라보스타,생화,소재(그린),,,6000,,2,미지정,릴리맥NC이스트폴점,
671,MF600294,소재 레몬잎,생화,소재(그린),,,7000,기타,6,꽃나라-양재,릴리맥NC이스트폴점,
672,MF600304,소재 레몬트리,생화,소재(그린),,,5000,,3,대명소재-양재,릴리맥NC이스트폴점,
673,MF600314,소재 머틀,생화,소재(그린),,,5000,,1,미지정,릴리맥NC이스트폴점,
674,MF600324,소재 미모사,생화,소재(그린),,,11500,,5,월드플로라,릴리맥NC이스트폴점,
675,MF600334,소재 미선,생화,소재(그린),,,9000,기타,1,대명소재,릴리맥NC이스트폴점,
676,MF600344,소재 밍크버들,생화,소재(그린),,,8000,,3,미지정,릴리맥NC이스트폴점,
677,MF600354,소재 보리사초,생화,소재(그린),,,7000,,1,미지정,릴리맥NC이스트폴점,
678,MF600364,소재 블랙잭수입,생화,소재(그린),,,13000,블랙,5,꽃동산-양재,릴리맥NC이스트폴점,
679,MF600374,소재 블루아이스,생화,소재(그린),,,15500,블루,1,미지정,릴리맥NC이스트폴점,
680,MF600384,소재 비단향,생화,소재(그린),,,5000,,1,미지정,릴리맥NC이스트폴점,
681,MF600394,소재 비부리움,생화,소재(그린),,,5000,,1,미지정,릴리맥NC이스트폴점,
682,MF600404,소재 사철나무,생화,소재(그린),,,5000,,1,미지정,릴리맥NC이스트폴점,
683,MF600414,소재 산딸,생화,소재(그린),,,7000,기타,3,대명소재,릴리맥NC이스트폴점,
684,MF600424,소재 삼나무,생화,소재(그린),,,5000,,1,미지정,릴리맥NC이스트폴점,
685,MF600434,소재 서귀,생화,소재(그린),,,5000,기타,7,대명소재-양재,릴리맥NC이스트폴점,
686,MF600444,소재 설유화,생화,소재(그린),,,12000,,3,대명소재-양재,릴리맥NC이스트폴점,
687,MF600454,소재 스기나무,생화,소재(그린),,,7000,기타,1,월드플로라,릴리맥NC이스트폴점,
688,MF600464,소재 스틸그라스 (국산),생화,소재(그린),,,7500,,1,월드플로라,릴리맥NC이스트폴점,
689,MF600474,소재 신지매,생화,소재(그린),,,12500,,1,미지정,릴리맥NC이스트폴점,
690,MF600484,소재 야자,생화,소재(그린),,,8500,기타,1,월드플로라,릴리맥NC이스트폴점,
691,MF600494,소재 에레루카골드,생화,소재(그린),,,12000,옐로우,1,미지정,릴리맥NC이스트폴점,
692,MF600504,소재 역뀌,생화,소재(그린),,,11800,,1,미지정,릴리맥NC이스트폴점,
693,MF600514,소재 영춘화,생화,소재(그린),,,8500,,1,미지정,릴리맥NC이스트폴점,
694,MF600524,소재 오리목,생화,소재(그린),,,7000,,1,미지정,릴리맥NC이스트폴점,
695,MF600534,소재 오리목 골드,생화,소재(그린),,,10000,옐로우,2,미지정,릴리맥NC이스트폴점,
696,MF600544,소재 오이초,생화,소재(그린),,,5000,,13,미지정,릴리맥NC이스트폴점,
697,MF600554,소재 와틀리,생화,소재(그린),,,8000,기타,1,대명소재,릴리맥NC이스트폴점,
698,MF600564,소재 유니폴라,생화,소재(그린),,,8160,,4,월드플로라,릴리맥NC이스트폴점,
699,MF600574,소재 유스커스 중,생화,소재(그린),,,7000,,22,꽃동산-양재,릴리맥NC이스트폴점,
700,MF600584,소재 유스커스 장대,생화,소재(그린),,,10000,,2,꽃동산-양재,릴리맥NC이스트폴점,
701,MF600594,소재 유카리 포퓰러스베리 그린,생화,소재(그린),,,16500,그린,1,미지정,릴리맥NC이스트폴점,
702,MF600604,소재 유카립투스 체리,생화,소재(그린),,,13000,기타,7,꽃동산,릴리맥NC이스트폴점,
703,MF600614,소재 유칼립투스 구니,생화,소재(그린),,,7500,,1,미지정,릴리맥NC이스트폴점,
704,MF600624,소재 유칼립투스 블랙잭,생화,소재(그린),,,13000,블랙,3,꽃동산-양재,릴리맥NC이스트폴점,
705,MF600634,소재 유칼립투스 킹블랙잭,생화,소재(그린),,,13000,블랙,6,꽃동산-양재,릴리맥NC이스트폴점,
706,MF600644,소재 유칼립투스 파블로,생화,소재(그린),,,7750,,5,꽃도매119,릴리맥NC이스트폴점,
707,MF600654,소재 유칼립투스 폴리안,생화,소재(그린),,,7000,,1,미지정,릴리맥NC이스트폴점,
708,MF600664,소재 유칼립투스블랙잭 수입,생화,소재(그린),,,13000,블랙,5,꽃동산-양재,릴리맥NC이스트폴점,
709,MF600674,소재 은사철,생화,소재(그린),,,6500,기타,1,일산플라워,릴리맥NC이스트폴점,
710,MF600684,소재 은사철,생화,소재(그린),,,6500,,1,미지정,릴리맥NC이스트폴점,
711,MF600694,소재 은엽아카시아,생화,소재(그린),,,9500,,1,미지정,릴리맥NC이스트폴점,
712,MF600704,소재 이끼시아열매 (국산),생화,소재(그린),,,9000,기타,1,월드플로라,릴리맥NC이스트폴점,
713,MF600714,소재 이반호프,생화,소재(그린),,,15000,,2,미지정,릴리맥NC이스트폴점,
714,MF600724,소재 잎설유,생화,소재(그린),,,6000,기타,10,일산플라워,릴리맥NC이스트폴점,
715,MF600734,소재 자리공,생화,소재(그린),,,7000,,2,미지정,릴리맥NC이스트폴점,
716,MF600744,소재 조,생화,소재(그린),,,4000,,1,미지정,릴리맥NC이스트폴점,
717,MF600754,소재 조팝,생화,소재(그린),,,12000,,11,희플라워,릴리맥NC이스트폴점,
718,MF600764,소재 줄쥐똥나무,생화,소재(그린),,,8000,,1,미지정,릴리맥NC이스트폴점,
719,MF600774,소재 쥐땅나무,생화,소재(그린),,,7000,,1,미지정,릴리맥NC이스트폴점,
720,MF600784,소재 천리향,생화,소재(그린),,,6500,기타,1,월드플로라,릴리맥NC이스트폴점,
721,MF600794,소재 청쥐똥나무,생화,소재(그린),,,7500,,1,미지정,릴리맥NC이스트폴점,
722,MF600804,소재 패니쿰,생화,소재(그린),,,4000,기타,1,밝은꿈-양재,릴리맥NC이스트폴점,
723,MF600814,소재 페니쿰수쿠아,생화,소재(그린),,,7000,,1,미지정,릴리맥NC이스트폴점,
724,MF600824,소재 편백,생화,소재(그린),,,2500,,1,미지정,릴리맥NC이스트폴점,
725,MF600834,소재 피어리스 레드 (중국),생화,소재(그린),,,9500,레드,1,미지정,릴리맥NC이스트폴점,
726,MF600844,소재 하트유카리,생화,소재(그린),,,7000,,2,미지정,릴리맥NC이스트폴점,
727,MF600854,소재 허브 라벤더 잎,생화,소재(그린),,,7500,퍼플,1,미지정,릴리맥NC이스트폴점,
728,MF600864,소재 홍가시,생화,소재(그린),,,6000,기타,1,대명소재,릴리맥NC이스트폴점,
729,MF600874,솔방울,생화,소재(그린),,,4000,,1,미지정,릴리맥NC이스트폴점,
730,MF600884,솔방울 3cm,생화,소재(그린),,,3300,,3,미지정,릴리맥NC이스트폴점,
731,MF600894,오렌지 슬라이스 드라이,생화,소재(그린),,,27500,오렌지,1,미지정,릴리맥NC이스트폴점,
732,MF600904,소재 냉이초,생화,소재(그린),,,7000,,2,일산플라워-양재,릴리맥NC이스트폴점,
733,MF600914,소재 유스커스 소,생화,소재(그린),,1단,8000,기타,0,꽃동산-양재,릴리맥NC이스트폴점,
734,MF600934,소재 - 벚꽃,생화,소재(그린),ea,,8000,,1,대명소재-양재,릴리맥NC이스트폴점,
735,MF600984,소재 냉이초,생화,소재(그린),,,10450,,1,꽃도매119,릴리맥NC이스트폴점,
736,MF601034,소재 냉이초,생화,소재(그린),,,10000,,1,꽃동산-양재,릴리맥NC이스트폴점,
737,MF601054,소재 이응매,생화,소재(그린),ea,,10000,,1,대명소재-양재,릴리맥NC이스트폴점,
738,MF700014,국화 디스버드,생화,국화류,,,7075,,5,미지정,릴리맥NC이스트폴점,
739,MF700024,국화 라포르화이트특3,생화,국화류,,,5725,흰색,1,꽃도매119,릴리맥NC이스트폴점,
740,MF700034,국화 퍼플링,생화,국화류,,,7075,퍼플,1,미지정,릴리맥NC이스트폴점,
741,MF700044,대국 피오니 퐁퐁 오렌지,생화,국화류,,,10560,오렌지,1,미지정,릴리맥NC이스트폴점,
742,MF700054,대국 피오니퐁퐁 염색 네이비 5대,생화,국화류,,,13000,,3,꽃동산-양재,릴리맥NC이스트폴점,
743,MF700064,대국 피오니퐁퐁 염색 연피치,생화,국화류,,,13000,핑크,1,미지정,릴리맥NC이스트폴점,
744,MF700074,대국 피오니퐁퐁 염색 연핑크,생화,국화류,,,13000,핑크,4,꽃동산-양재,릴리맥NC이스트폴점,
745,MF700084,대국 피오니퐁퐁 염색 오렌지,생화,국화류,,,10500,오렌지,1,미지정,릴리맥NC이스트폴점,
746,MF700094,대국 피오니퐁퐁 염색 오렌지파스텔),생화,국화류,,,11500,오렌지,1,미지정,릴리맥NC이스트폴점,
747,MF700104,대국 피오니퐁퐁 염색 진핑크,생화,국화류,,,10500,핑크,1,미지정,릴리맥NC이스트폴점,
748,MF700114,대국 피오니퐁퐁 염색 퍼플,생화,국화류,,,11500,퍼플,3,미지정,릴리맥NC이스트폴점,
749,MF700124,소국  첫사랑,생화,국화류,,,8800,,1,미지정,릴리맥NC이스트폴점,
750,MF700134,소국 - 보라미,생화,국화류,,,12500,퍼플,1,미지정,릴리맥NC이스트폴점,
751,MF700144,소국 - 영크림,생화,국화류,,,5500,흰색,1,미지정,릴리맥NC이스트폴점,
752,MF700154,소국 - 장미 투톤,생화,국화류,,,11000,,2,미지정,릴리맥NC이스트폴점,
753,MF700164,소국 - 피치팡팡,생화,국화류,,,7500,핑크,1,월드플로라,릴리맥NC이스트폴점,
754,MF700174,소국 - 화이트캡,생화,국화류,,,11500,흰색,1,월드플로라,릴리맥NC이스트폴점,
755,MF700184,소국 다이아몬드,생화,국화류,,,10500,,1,미지정,릴리맥NC이스트폴점,
756,MF700194,소국 락스 (국산),생화,국화류,,,6200,기타,1,월드플로라,릴리맥NC이스트폴점,
757,MF700204,소국 러브 노랑,생화,국화류,,,7500,옐로우,1,미지정,릴리맥NC이스트폴점,
758,MF700214,소국 러브 핑크 (국산),생화,국화류,,,7500,핑크,1,월드플로라,릴리맥NC이스트폴점,
759,MF700224,소국 러브 화이트,생화,국화류,,,7500,흰색,1,미지정,릴리맥NC이스트폴점,
760,MF700234,소국 레드마블,생화,국화류,,,14000,레드,2,미지정,릴리맥NC이스트폴점,
761,MF700244,소국 바르카디스버드,생화,국화류,,,15000,,1,미지정,릴리맥NC이스트폴점,
762,MF700254,소국 스위트옐로우,생화,국화류,,,8500,옐로우,1,미지정,릴리맥NC이스트폴점,
763,MF700264,소국 에그 엔젤 (국산),생화,국화류,,,9000,,1,미지정,릴리맥NC이스트폴점,
764,MF700274,소국 영영,생화,국화류,,,15000,,4,미지정,릴리맥NC이스트폴점,
765,MF700284,소국 오렌지 팡팡,생화,국화류,,,15500,오렌지,1,미지정,릴리맥NC이스트폴점,
766,MF700294,소국 장미,생화,국화류,,,13000,,1,미지정,릴리맥NC이스트폴점,
767,MF700304,소국 칼리메로 스노우 5대 (베트남),생화,국화류,,,5500,흰색,1,월드플로라,릴리맥NC이스트폴점,
768,MF700314,소국 칼리메로스노우,생화,국화류,,,5500,흰색,1,미지정,릴리맥NC이스트폴점,
769,MF700324,소국 큐티버블,생화,국화류,,,7000,기타,1,월드플로라,릴리맥NC이스트폴점,
770,MF700334,소국 크룸,생화,국화류,,,4000,,2,미지정,릴리맥NC이스트폴점,
771,MF700344,소국 퐁퐁 옐로우,생화,국화류,,,8000,옐로우,2,꽃동산,릴리맥NC이스트폴점,
772,MF700354,소국 프로기,생화,국화류,,,7200,기타,3,월드플로라,릴리맥NC이스트폴점,
773,MF700364,소국 핑크 크림 (국산),생화,국화류,,,12000,흰색,1,월드플로라,릴리맥NC이스트폴점,
774,MF700374,소국 홍장미,생화,국화류,,,14000,,1,미지정,릴리맥NC이스트폴점,
775,MF700384,소국 홍장미 투톤,생화,국화류,,,9000,,1,미지정,릴리맥NC이스트폴점,
776,MF700394,소국 화이트,생화,국화류,,,5000,흰색,1,미지정,릴리맥NC이스트폴점,
777,MF700404,소국 화이트캡,생화,국화류,,,5225,흰색,1,미지정,릴리맥NC이스트폴점,
778,MF700414,소국 화이트캡 (국산),생화,국화류,,,8500,흰색,1,월드플로라,릴리맥NC이스트폴점,
779,MF700424,안개소국 화이트 (국산),생화,국화류,,,6500,흰색,2,월드플로라,릴리맥NC이스트폴점,
780,MF700434,피오니 퐁퐁 염색 파스텔블루,생화,국화류,,,9900,블루,1,월드플로라,릴리맥NC이스트폴점,
781,MF700444,피오니퐁퐁 - 염색 연피치,생화,국화류,,,11500,핑크,2,꽃동산-양재,릴리맥NC이스트폴점,
782,MF700454,피오니퐁퐁 - 염색 퍼플 5대,생화,국화류,,,11500,퍼플,1,월드플로라,릴리맥NC이스트폴점,
783,MF700464,피오니퐁퐁 염색 파스텔블루,생화,국화류,,,13000,블루,1,월드플로라,릴리맥NC이스트폴점,
784,MF700474,피오니퐁퐁 염색 화이트블루,생화,국화류,,,11232,흰색,1,월드플로라,릴리맥NC이스트폴점,
785,MF700484,피오니퐁퐁 퍼플파스텔,생화,국화류,,,11520,퍼플,1,월드플로라,릴리맥NC이스트폴점,
786,MF700494,화이트퐁퐁,생화,국화류,,,5000,흰색,1,미지정,릴리맥NC이스트폴점,
787,MF700504,피오니퐁퐁 염색 레드,생화,국화류,,,17280,,1,월드플로라,릴리맥NC이스트폴점,
788,MF700514,대국 피오니퐁퐁 염색 블루,생화,국화류,ea,,13000,,1,꽃동산-양재,릴리맥NC이스트폴점,
789,MF800014,카네이션  염색 블루킹,생화,카네이션류,,,15000,블루,4,꽃동산-양재,릴리맥NC이스트폴점,
790,MF800024,카네이션 - 머스탱,생화,카네이션류,,,10500,기타,1,월드플로라,릴리맥NC이스트폴점,
791,MF800034,카네이션 - 애플티,생화,카네이션류,,,14000,기타,1,월드플로라,릴리맥NC이스트폴점,
792,MF800044,카네이션 - 염색 코스모라일락,생화,카네이션류,,,15000,기타,1,월드플로라,릴리맥NC이스트폴점,
793,MF800054,카네이션 -유카리체리,생화,카네이션류,,,13000,기타,6,꽃동산-양재,릴리맥NC이스트폴점,
794,MF800064,카네이션 노비아,생화,카네이션류,,,13000,,5,꽃동산-양재,릴리맥NC이스트폴점,
795,MF800074,카네이션 돈셀,생화,카네이션류,,,13000,,11,꽃동산-양재,릴리맥NC이스트폴점,
796,MF800084,카네이션 레드,생화,카네이션류,,,4500,레드,200,플라워팜,릴리맥NC이스트폴점,
797,MF800094,카네이션 마리포사,생화,카네이션류,,,13000,,3,꽃동산-양재,릴리맥NC이스트폴점,
798,MF800104,카네이션 문라이트,생화,카네이션류,,,13000,,5,꽃동산-양재,릴리맥NC이스트폴점,
799,MF800114,카네이션 버건디,생화,카네이션류,,,13000,,1,미지정,릴리맥NC이스트폴점,
800,MF800124,카네이션 보라,생화,카네이션류,,,15000,퍼플,4,꽃동산-양재,릴리맥NC이스트폴점,
801,MF800134,카네이션 블루,생화,카네이션류,,,15000,블루,7,꽃동산-양재,릴리맥NC이스트폴점,
802,MF800144,카네이션 연핑크 SP,생화,카네이션류,,,10500,핑크,1,미지정,릴리맥NC이스트폴점,
803,MF800154,카네이션 염색 인디,생화,카네이션류,,,15500,,1,미지정,릴리맥NC이스트폴점,
804,MF800164,카네이션 오렌지,생화,카네이션류,,,13000,,3,꽃동산-양재,릴리맥NC이스트폴점,
805,MF800174,카네이션 크림,생화,카네이션류,,,13000,흰색,7,꽃동산-양재,릴리맥NC이스트폴점,
806,MF800184,카네이션-옐로우,생화,카네이션류,,,13000,옐로우,4,꽃동산-양재,릴리맥NC이스트폴점,
807,MF800204,카네이션 크리미아,생화,카네이션류,,,11500,,1,월드플로라,릴리맥NC이스트폴점,
808,MF800214,카네이션 큐트,생화,카네이션류,,,13920,,1,월드플로라,릴리맥NC이스트폴점,
809,MF800224,카네이션 쥬리고,생화,카네이션류,,,11040,,1,월드플로라,릴리맥NC이스트폴점,
810,MF800234,카네이션 비젯,생화,카네이션류,,,11040,,1,월드플로라,릴리맥NC이스트폴점,
811,MF800244,카네이션 몬세뇨,생화,카네이션류,,,13920,,1,월드플로라,릴리맥NC이스트폴점,
812,MF800254,카네이션  리틀엔젤,생화,카네이션류,,,11040,,1,월드플로라,릴리맥NC이스트폴점,
813,MF900014,리시안 라벤더,생화,리시안서스류,,,8000,퍼플,1,미지정,릴리맥NC이스트폴점,
814,MF900024,리시안서스 보야주화이트,생화,리시안서스류,,,11500,흰색,1,미지정,릴리맥NC이스트폴점,
815,MF900034,리시안서스 샴페인,생화,리시안서스류,,,16500,,1,미지정,릴리맥NC이스트폴점,
816,MF900044,리시안서스 셀렙 피리티핑크,생화,리시안서스류,,,17000,핑크,2,루시플라워-양재,릴리맥NC이스트폴점,
817,MF900054,리시안서스 졸리핑크,생화,리시안서스류,,,7000,핑크,1,미지정,릴리맥NC이스트폴점,
818,MF900064,리시안서스 코레리라이트핑크,생화,리시안서스류,,,14000,핑크,2,일산플라워-양재,릴리맥NC이스트폴점,
819,MF900074,리시안서스 크로마화이트,생화,리시안서스류,,,18720,흰색,7,월드플로라,릴리맥NC이스트폴점,
820,MF900084,리시안서스 퓨어화이트,생화,리시안서스류,,,15500,흰색,1,미지정,릴리맥NC이스트폴점,
821,MF900094,리시안서스-화이트,생화,리시안서스류,,,13000,흰색,1,흰색,릴리맥NC이스트폴점,
822,MF900104,리시안셔스 그레이프 라벤더,생화,리시안서스류,,,18500,퍼플,1,미지정,릴리맥NC이스트폴점,
823,MF900134,리시안서스 클라리스핑크겹,생화,리시안서스류,,,14270,,1,꽃도매119,릴리맥NC이스트폴점,
824,MF900144,리시안서스 연핑크,생화,리시안서스류,,,18048,,1,월드플로라,릴리맥NC이스트폴점,
825,MM000014,화분 frp시멘트화분,바구니 / 화기,시멘트,,,20000,,2,제이앤데코,릴리맥NC이스트폴점,
826,MM000024,서양난 백조,기타,,ea,,14000,,1,한성난원,릴리맥NC이스트폴점,
827,MM100014,광택제,소모품 및 부자재,원예자재,,,15000,,3,미지정,릴리맥NC이스트폴점,
828,MM100024,그린킬,소모품 및 부자재,원예자재,,,2000,그린,10,미지정,릴리맥NC이스트폴점,
829,MM100034,난석 대,소모품 및 부자재,원예자재,,,6600,기타,7,제이앤데코,릴리맥NC이스트폴점,
830,MM100044,라바스톤 3-5,소모품 및 부자재,원예자재,,,14000,기타,1,유선농원,릴리맥NC이스트폴점,
831,MM100054,라바스톤 5-7,소모품 및 부자재,원예자재,,,14000,,1,미지정,릴리맥NC이스트폴점,
832,MM100064,마사토 중립,소모품 및 부자재,원예자재,,,5500,,2,유선농원-헌인,릴리맥NC이스트폴점,
833,MM100074,바크,소모품 및 부자재,원예자재,,,6500,,1,미지정,릴리맥NC이스트폴점,
834,MM100084,분갈이 흙 신기토 대,소모품 및 부자재,원예자재,,,5000,,2,제이앤데코,릴리맥NC이스트폴점,
835,MM100094,분갈이흙 진기토,소모품 및 부자재,원예자재,,,5250,,1,미지정,릴리맥NC이스트폴점,
836,MM100104,세척마사 중립,소모품 및 부자재,원예자재,,,7700,,3,미지정,릴리맥NC이스트폴점,
837,MM100114,오색돌,소모품 및 부자재,원예자재,,,10000,기타,1,유선농원,릴리맥NC이스트폴점,
838,MM100124,오아시스 프리미엄,소모품 및 부자재,원예자재,,,18700,,2,헌인자재-헌인,릴리맥NC이스트폴점,
839,MM100134,일반마사 중립,소모품 및 부자재,원예자재,,,5000,,1,유선농원,릴리맥NC이스트폴점,
840,MM100144,플로라라이프5ml,소모품 및 부자재,원예자재,,,16500,,1,미지정,릴리맥NC이스트폴점,
841,MM100154,하이퍼영양제,소모품 및 부자재,원예자재,,,4000,,10,미지정,릴리맥NC이스트폴점,
842,MM100164,화산석 5-10,소모품 및 부자재,원예자재,,,9000,,1,미지정,릴리맥NC이스트폴점,
843,MM100174,화산석1cm,소모품 및 부자재,원예자재,,,9000,,1,미지정,릴리맥NC이스트폴점,
844,MM100184,ok 분갈이흙,소모품 및 부자재,원예자재,,,5500,,3,화분왕국,릴리맥NC이스트폴점,
845,MM100194,싱싱코트,소모품 및 부자재,원예자재,,,16500,,2,유선농원,릴리맥NC이스트폴점,
846,MM200014,눈사람인형,소모품 및 부자재,데코자재,,,3170,,30,미지정,릴리맥NC이스트폴점,
847,MM200024,눈사람픽,소모품 및 부자재,데코자재,,,3000,기타,4,마티아,릴리맥NC이스트폴점,
848,MM200034,루돌프픽,소모품 및 부자재,데코자재,,,3900,,12,미지정,릴리맥NC이스트폴점,
849,MM200044,산타픽,소모품 및 부자재,데코자재,,,2880,기타,16,마티아,릴리맥NC이스트폴점,
850,MM200054,스케이팅 산타픽,소모품 및 부자재,데코자재,,,3200,,6,미지정,릴리맥NC이스트폴점,
851,MM200064,우드스텀프 대,소모품 및 부자재,데코자재,,,4730,,9,미지정,릴리맥NC이스트폴점,
852,MM200074,우드스텀프 소,소모품 및 부자재,데코자재,,,3850,,30,미지정,릴리맥NC이스트폴점,
853,MM200084,우드스텀프 특대,소모품 및 부자재,데코자재,,,6050,기타,10,현대데코,릴리맥NC이스트폴점,
854,MM200094,우드슬라이스 3사이즈,소모품 및 부자재,데코자재,,,4400,,6,미지정,릴리맥NC이스트폴점,
855,MM200104,진주가란드,소모품 및 부자재,데코자재,,,6600,기타,6,마티아,릴리맥NC이스트폴점,
856,MM200114,철제 메세지픽,소모품 및 부자재,데코자재,,,1310,,10,미지정,릴리맥NC이스트폴점,
857,MM200124,칼라스프레이-아이스블루,소모품 및 부자재,데코자재,,,6050,블루,1,미지정,릴리맥NC이스트폴점,
858,MM200134,하트꼬지,소모품 및 부자재,데코자재,,,1200,기타,3,헌인자재,릴리맥NC이스트폴점,
859,MM200144,한겹보자기,소모품 및 부자재,데코자재,,,2750,,3,미지정,릴리맥NC이스트폴점,
860,MM300014,물주머니용 위생백 소,소모품 및 부자재,포장재,,,2000,,1,미지정,릴리맥NC이스트폴점,
861,MM300024,미니털모자,소모품 및 부자재,포장재,,,2000,,1,미지정,릴리맥NC이스트폴점,
862,MM300034,쇼핑백 검정플라워백 대 (300*230*300),소모품 및 부자재,포장재,,,43000,,102,명성쇼핑백,릴리맥NC이스트폴점,
863,MM300044,쇼핑백 검정플라워백 소 (200*200*220),소모품 및 부자재,포장재,,,700,,0,명성쇼핑백,릴리맥NC이스트폴점,
864,MM300054,쇼핑백 검정플라워백 왕특대 350*350*370),소모품 및 부자재,포장재,,,1360,,0,명성쇼핑백,릴리맥NC이스트폴점,
865,MM300064,쇼핑백 검정플라워백 중 (250*250*270),소모품 및 부자재,포장재,,,38000,,102,명성쇼핑백,릴리맥NC이스트폴점,
866,MM300074,쇼핑백 크라프트 삼각화분백 소(180*100*200),소모품 및 부자재,포장재,,,23000,,51,명성쇼핑백,릴리맥NC이스트폴점,
867,MM300084,쇼핑백 크라프트 삼각화분백 중(230*110*260),소모품 및 부자재,포장재,,,600,,50,명성쇼핑백,릴리맥NC이스트폴점,
868,MM300094,쇼핑백 투명창 w5쇼핑백,소모품 및 부자재,포장재,,,715,기타,20,헌인자재,릴리맥NC이스트폴점,
869,MM300104,철사 갈색 빵끈,소모품 및 부자재,포장재,,,0,,0,미지정,릴리맥NC이스트폴점,
870,MM300114,철사 골드 빵끈,소모품 및 부자재,포장재,,,0,,0,미지정,릴리맥NC이스트폴점,
871,MM300124,철사 그린 빵끈,소모품 및 부자재,포장재,,,0,,0,미지정,릴리맥NC이스트폴점,
872,MM300134,철사 부케와이어 18,소모품 및 부자재,포장재,,,5500,,1,미지정,릴리맥NC이스트폴점,
873,MM300144,철사 부케와이어 20,소모품 및 부자재,포장재,,,0,,0,미지정,릴리맥NC이스트폴점,
874,MM300154,철사 부케와이어 22,소모품 및 부자재,포장재,,,0,,0,미지정,릴리맥NC이스트폴점,
875,MM300164,철사 부케와이어 24,소모품 및 부자재,포장재,,,0,,0,미지정,릴리맥NC이스트폴점,
876,MM300174,철사 부케와이어 26,소모품 및 부자재,포장재,,,0,,0,미지정,릴리맥NC이스트폴점,
877,MM300184,철사 지철사 갈색,소모품 및 부자재,포장재,,,0,,0,미지정,릴리맥NC이스트폴점,
878,MM300194,철사 지철사 그린,소모품 및 부자재,포장재,,,5500,,1,미지정,릴리맥NC이스트폴점,
879,MM300204,철사 지철사 화이트,소모품 및 부자재,포장재,,,0,,0,미지정,릴리맥NC이스트폴점,
880,MM300214,테이프 플로럴테이프 갈색,소모품 및 부자재,포장재,,,0,,0,미지정,릴리맥NC이스트폴점,
881,MM300224,테이프 플로럴테이프 그린,소모품 및 부자재,포장재,,,0,,0,미지정,릴리맥NC이스트폴점,
882,MM300234,테이프 플로럴테이프 화이트,소모품 및 부자재,포장재,,,0,,0,미지정,릴리맥NC이스트폴점,
883,MM300244,포장지 부직롤 레드,소모품 및 부자재,포장재,,,3300,,8,미지정,릴리맥NC이스트폴점,
884,MM300254,포장지 부직롤 화이트,소모품 및 부자재,포장재,,,3299,,15,헌인자재-헌인,릴리맥NC이스트폴점,
885,MM300264,포장지 색화지,소모품 및 부자재,포장재,,,12100,,3,헌인자재-헌인,릴리맥NC이스트폴점,
886,MM300274,포장지 프랜즈 화이트,소모품 및 부자재,포장재,,,4500,,6,헌인자재-헌인,릴리맥NC이스트폴점,
887,MM300284,포장지 플러드 2 1 연핑크,소모품 및 부자재,포장재,,,4950,,5,미지정,릴리맥NC이스트폴점,
888,MM300294,포장지 플러드 2 10 하늘색,소모품 및 부자재,포장재,,,4950,,5,미지정,릴리맥NC이스트폴점,
889,MM300304,포장지 플러드 2 18 블랙,소모품 및 부자재,포장재,,,4950,,6,헌인자재-헌인,릴리맥NC이스트폴점,
890,MM300314,포장지 플러드 2 23 피치,소모품 및 부자재,포장재,,,4950,,5,미지정,릴리맥NC이스트폴점,
891,MM300324,포장지 플러드 2 29 핑크,소모품 및 부자재,포장재,,,4950,,5,미지정,릴리맥NC이스트폴점,
