번호,자재ID,자재명,대분류,중분류,단위,규격,가격,색상,재고,공급업체,지점,메모
892,MM300334,포장지 플러드 2 30 노랑,소모품 및 부자재,포장재,,,4950,,5,미지정,릴리맥NC이스트폴점,
893,MM300344,포장지 플러드 2 4 화이트,소모품 및 부자재,포장재,,,4950,,15,헌인자재-헌인,릴리맥NC이스트폴점,
894,MM300354,포장지 플러드 2 42 연핑크,소모품 및 부자재,포장재,,,4950,,5,미지정,릴리맥NC이스트폴점,
895,MM300364,포장지 플러드 2 52 오렌지,소모품 및 부자재,포장재,,,4950,,5,미지정,릴리맥NC이스트폴점,
896,MM300374,포장지 플러드 2 54 녹색,소모품 및 부자재,포장재,,,4950,,5,미지정,릴리맥NC이스트폴점,
897,MM300384,포장지 플러드 2 55 연보라,소모품 및 부자재,포장재,,,4950,,5,미지정,릴리맥NC이스트폴점,
898,MM300394,포장지 플러드 2 57 크림,소모품 및 부자재,포장재,,,4950,,5,미지정,릴리맥NC이스트폴점,
899,MM300404,포장지 플러드 2 59 노랑,소모품 및 부자재,포장재,,,4950,,5,미지정,릴리맥NC이스트폴점,
900,MM300414,포장지 플러드 2 6 바이올렛,소모품 및 부자재,포장재,,,4950,,5,미지정,릴리맥NC이스트폴점,
901,MM300424,포장지 플러드 2 7 올리브,소모품 및 부자재,포장재,,,4950,,5,미지정,릴리맥NC이스트폴점,
902,MM300434,포장지 플러드 더블,소모품 및 부자재,포장재,,,11000,기타,7,헌인자재-헌인,릴리맥NC이스트폴점,
903,MM300444,포장지 플로드1 1 연핑크,소모품 및 부자재,포장재,,,7150,,4,헌인자재-헌인,릴리맥NC이스트폴점,
904,MM300454,포장지 플로드1 11 그린,소모품 및 부자재,포장재,,,4500,,3,미지정,릴리맥NC이스트폴점,
905,MM300464,포장지 플로드1 14 레드,소모품 및 부자재,포장재,,,4500,,3,미지정,릴리맥NC이스트폴점,
906,MM300474,포장지 플로드1 18 연하늘,소모품 및 부자재,포장재,,,4500,,3,미지정,릴리맥NC이스트폴점,
907,MM300484,포장지 플로드1 19 진하늘,소모품 및 부자재,포장재,,,4500,,3,미지정,릴리맥NC이스트폴점,
908,MM300494,포장지 플로드1 28 반투명,소모품 및 부자재,포장재,,,4500,,5,헌인자재-헌인,릴리맥NC이스트폴점,
909,MM300504,포장지 플로드1 3 계란색,소모품 및 부자재,포장재,,,7150,,5,헌인자재-헌인,릴리맥NC이스트폴점,
910,MM300514,포장지 플로드1 34 블랙,소모품 및 부자재,포장재,,,4500,,3,미지정,릴리맥NC이스트폴점,
911,MM300524,포장지 플로드1 35 핑크,소모품 및 부자재,포장재,,,4500,,3,미지정,릴리맥NC이스트폴점,
912,MM300534,포장지 플로드1 4 흰색,소모품 및 부자재,포장재,,,7150,화이트,4,헌인자재-헌인,릴리맥NC이스트폴점,
913,MM300544,포장지 플로드1 40 청색,소모품 및 부자재,포장재,,,4500,,3,미지정,릴리맥NC이스트폴점,
914,MM300554,포장지 플로드1 45 쿨그레이,소모품 및 부자재,포장재,,,4500,,3,미지정,릴리맥NC이스트폴점,
915,MM300564,포장지 플로드1 46 웜그레이,소모품 및 부자재,포장재,,,4500,,3,미지정,릴리맥NC이스트폴점,
916,MM300574,포장지 플로드1 48 피치,소모품 및 부자재,포장재,,,7150,,4,헌인자재-헌인,릴리맥NC이스트폴점,
917,MM300584,포장지 플로드1 6 연보라,소모품 및 부자재,포장재,,,4500,,3,미지정,릴리맥NC이스트폴점,
918,MM300594,포장지 피오레,소모품 및 부자재,포장재,,,4500,,1,미지정,릴리맥NC이스트폴점,
919,MM300604,OPP더블58CM,소모품 및 부자재,포장재,,,15400,,3,헌인자재-헌인,릴리맥NC이스트폴점,
920,MM300614,opp라지,소모품 및 부자재,포장재,,,10500,기타,1,헌인자재,릴리맥NC이스트폴점,
921,MM300624,OPP롤 58cm,소모품 및 부자재,포장재,,,0,,0,미지정,릴리맥NC이스트폴점,
922,MM300634,OPP롤 더블 58cm,소모품 및 부자재,포장재,,,0,,0,미지정,릴리맥NC이스트폴점,
923,MM300644,쇼핑백 크라프트 삼각화분백 대(255*130*350),소모품 및 부자재,포장재,,,32000,,2,명성쇼핑백,릴리맥NC이스트폴점,
924,MM300654,쇼핑백 검정플라워백 미니(185*185*190),소모품 및 부자재,포장재,,,30000,,2,명성쇼핑백,릴리맥NC이스트폴점,
925,MM300784,무광 더블 연핑크,소모품 및 부자재,포장재,ea,,6050,,1,헌인꽃자재,릴리맥NC이스트폴점,
926,MM400014,리본 글씨(프린트) 리본 3.8cm 크림,소모품 및 부자재,리본/텍,,,0,,0,미지정,릴리맥NC이스트폴점,
927,MM400024,리본 글씨(프린트) 리본 3.8cm 핑크,소모품 및 부자재,리본/텍,,,4950,,14,헌인자재-헌인,릴리맥NC이스트폴점,
928,MM400034,리본 글씨(프린트) 리본 4.5cm 크림,소모품 및 부자재,리본/텍,,,5500,기타,10,헌인자재,릴리맥NC이스트폴점,
929,MM400044,리본 글씨(프린트) 리본 4.5cm 핑크,소모품 및 부자재,리본/텍,,,0,,0,미지정,릴리맥NC이스트폴점,
930,MM400054,리본 글씨(프린트) 리본 6.5cm 크림,소모품 및 부자재,리본/텍,,,0,,0,미지정,릴리맥NC이스트폴점,
931,MM400064,리본 글씨(프린트) 리본 6.5cm 핑크,소모품 및 부자재,리본/텍,,,0,,0,미지정,릴리맥NC이스트폴점,
932,MM400074,리본 로고리본 1.5cm,소모품 및 부자재,리본/텍,,,0,,0,미지정,릴리맥NC이스트폴점,
933,MM400084,리본 로고리본 1cm,소모품 및 부자재,리본/텍,,,0,,0,미지정,릴리맥NC이스트폴점,
934,MM400094,리본 로고리본 2.5cm,소모품 및 부자재,리본/텍,,,0,,0,미지정,릴리맥NC이스트폴점,
935,MM400104,리본 벨벳 1cm  그린,소모품 및 부자재,리본/텍,,,0,,0,미지정,릴리맥NC이스트폴점,
936,MM400114,리본 벨벳 1cm  레드,소모품 및 부자재,리본/텍,,,0,,0,미지정,릴리맥NC이스트폴점,
937,MM400124,리본 샤무드 피치,소모품 및 부자재,리본/텍,,,6050,,4,미지정,릴리맥NC이스트폴점,
938,MM400134,리본 샤무드 핑크,소모품 및 부자재,리본/텍,,,6050,,4,미지정,릴리맥NC이스트폴점,
939,MM400144,리본 샤무드 하늘색,소모품 및 부자재,리본/텍,,,6050,,4,미지정,릴리맥NC이스트폴점,
940,MM400154,리본 샤무드 화이트,소모품 및 부자재,리본/텍,,,6050,,4,미지정,릴리맥NC이스트폴점,
941,MM400164,리본 주자 1.5cm 골드,소모품 및 부자재,리본/텍,,,3300,,0,미지정,릴리맥NC이스트폴점,
942,MM400174,리본 주자 1.5cm 블루,소모품 및 부자재,리본/텍,,,3300,,2,헌인자재-헌인,릴리맥NC이스트폴점,
943,MM400184,리본 주자 1.5cm 연보라,소모품 및 부자재,리본/텍,,,3300,,0,미지정,릴리맥NC이스트폴점,
944,MM400194,리본 주자 1.5cm 연핑크,소모품 및 부자재,리본/텍,,,3300,,0,미지정,릴리맥NC이스트폴점,
945,MM400204,리본 주자 1.5cm 하늘,소모품 및 부자재,리본/텍,,,3300,,0,미지정,릴리맥NC이스트폴점,
946,MM400214,리본 주자 1cm 블루,소모품 및 부자재,리본/텍,,,0,,0,미지정,릴리맥NC이스트폴점,
947,MM400224,리본 주자 1cm 연보라,소모품 및 부자재,리본/텍,,,0,,0,미지정,릴리맥NC이스트폴점,
948,MM400234,리본 주자 1cm 크림,소모품 및 부자재,리본/텍,,,0,,0,미지정,릴리맥NC이스트폴점,
949,MM400244,리본 주자 2.5cm 레드,소모품 및 부자재,리본/텍,,,3500,,0,미지정,릴리맥NC이스트폴점,
950,MM400254,리본 주자 2.5cm 연핑크 ,소모품 및 부자재,리본/텍,,,3500,,0,미지정,릴리맥NC이스트폴점,
951,MM400264,리본 주자 2.5cm 연핑크 ,소모품 및 부자재,리본/텍,,,3500,,0,미지정,릴리맥NC이스트폴점,
952,MM400274,리본 주자 2.5cm 크림,소모품 및 부자재,리본/텍,,,3500,,0,미지정,릴리맥NC이스트폴점,
953,MM400284,리본 주자 2.5cm 피치,소모품 및 부자재,리본/텍,,,3500,,0,미지정,릴리맥NC이스트폴점,
954,MM400294,리본 주자 2.5cm 하늘,소모품 및 부자재,리본/텍,,,3500,,0,미지정,릴리맥NC이스트폴점,
955,MM400304,리본 주자 4cm 그린,소모품 및 부자재,리본/텍,,,5500,,0,미지정,릴리맥NC이스트폴점,
956,MM400314,리본 주자 4cm 레드,소모품 및 부자재,리본/텍,,,5500,,0,미지정,릴리맥NC이스트폴점,
957,MM400324,리본 주자 4cm 블루,소모품 및 부자재,리본/텍,,,5500,,0,미지정,릴리맥NC이스트폴점,
958,MM400334,리본 주자 4cm 연핑크 ,소모품 및 부자재,리본/텍,,,5500,,0,미지정,릴리맥NC이스트폴점,
959,MM400344,리본 주자 4cm 피치,소모품 및 부자재,리본/텍,,,5500,,0,미지정,릴리맥NC이스트폴점,
960,MM400354,리본 주자 4cm 하늘,소모품 및 부자재,리본/텍,,,5500,,0,미지정,릴리맥NC이스트폴점,
961,MM400364,리본 컬링 연보라,소모품 및 부자재,리본/텍,,,0,,0,미지정,릴리맥NC이스트폴점,
962,MM400374,리본 컬링 옐로우,소모품 및 부자재,리본/텍,,,0,,0,미지정,릴리맥NC이스트폴점,
963,MM400384,리본 컬링 피치,소모품 및 부자재,리본/텍,,,0,,0,미지정,릴리맥NC이스트폴점,
964,MM400394,리본 컬링 핑크,소모품 및 부자재,리본/텍,,,0,,0,미지정,릴리맥NC이스트폴점,
965,MM400404,리본 컬링 하늘,소모품 및 부자재,리본/텍,,,0,,0,미지정,릴리맥NC이스트폴점,
966,MM400414,포리주자 4.0,소모품 및 부자재,리본/텍,,,5500,,3,미지정,릴리맥NC이스트폴점,
967,MM400424,리본 주자 1.5CM 블랙,소모품 및 부자재,리본/텍,,,3300,,3,남서울화훼자재,릴리맥NC이스트폴점,
968,MM500014,핸드워시리필,소모품 및 부자재,기타,,,2000,,1,미지정,릴리맥NC이스트폴점,
969,MP000014,선인장 밍크선인장 완제,식물,선인장,,,45000,그린,7,채아네가든,릴리맥NC이스트폴점,
970,MP000024,선인장 축전 분화,식물,선인장,,,2000,,3,미지정,릴리맥NC이스트폴점,
971,MP100014,개나리자스민,식물,관엽소형,,,3500,기타,4,세자매농원-과천,릴리맥NC이스트폴점,
972,MP100024,거북알로카시아,식물,관엽소형,,,2500,기타,2,세자매농원,릴리맥NC이스트폴점,
973,MP100034,골풀 포트,식물,관엽소형,,,2500,,2,미지정,릴리맥NC이스트폴점,
974,MP100044,괴마옥,식물,관엽소형,,,3500,기타,5,세자매농원-과천,릴리맥NC이스트폴점,
975,MP100054,구상나무,식물,관엽소형,,,8000,,1,미지정,릴리맥NC이스트폴점,
976,MP100064,금전수 포트 소,식물,관엽소형,,,3000,기타,19,세종식물원-헌인,릴리맥NC이스트폴점,
977,MP100074,나한송,식물,관엽소형,,,2000,,2,미지정,릴리맥NC이스트폴점,
978,MP100084,다육 미니 포트,식물,관엽소형,,,600,,40,한스농원,릴리맥NC이스트폴점,
979,MP100094,디시디아,식물,관엽소형,,,5000,,2,미지정,릴리맥NC이스트폴점,
980,MP100104,마오리소포라,식물,관엽소형,,,14000,,2,세종식물원,릴리맥NC이스트폴점,
981,MP100114,몬스테라 분화,식물,관엽소형,,,2500,,4,세자매농원-과천,릴리맥NC이스트폴점,
982,MP100124,몬스테라 히메 분화,식물,관엽소형,,,2500,,6,미지정,릴리맥NC이스트폴점,
983,MP100134,무늬아이비 분화 포트 소,식물,관엽소형,,,3000,,2,미지정,릴리맥NC이스트폴점,
984,MP100144,무늬크로톤 분화 포트 소,식물,관엽소형,,,2500,,2,미지정,릴리맥NC이스트폴점,
985,MP100154,무늬홍콩 포트 소,식물,관엽소형,,,2000,기타,2,수림원,릴리맥NC이스트폴점,
986,MP100164,문샤인 포트,식물,관엽소형,,,4000,,4,미지정,릴리맥NC이스트폴점,
987,MP100174,바로크벤자민 포트,식물,관엽소형,,,3500,,2,미지정,릴리맥NC이스트폴점,
988,MP100184,백아이비,식물,관엽소형,,,2000,기타,2,진성농원,릴리맥NC이스트폴점,
989,MP100194,벤자민고무나무완제,식물,관엽소형,,,12000,기타,2,채아네가든,릴리맥NC이스트폴점,
990,MP100204,보석금전수,식물,관엽소형,,,8000,,8,세종식물원,릴리맥NC이스트폴점,
991,MP100214,보석금전수포트 소,식물,관엽소형,,,8000,,5,세종식물원-헌인,릴리맥NC이스트폴점,
992,MP100224,산초 포트 소,식물,관엽소형,,,2500,,3,미지정,릴리맥NC이스트폴점,
993,MP100234,수채화고무나무 분화,식물,관엽소형,,,2500,,2,미지정,릴리맥NC이스트폴점,
994,MP100244,스칸디아모스,식물,관엽소형,,,7000,,15,미지정,릴리맥NC이스트폴점,
995,MP100254,스킨답서스 소 포트,식물,관엽소형,,,3500,기타,2,진성농원,릴리맥NC이스트폴점,
996,MP100264,스투키 소 분화,식물,관엽소형,,,3000,,13,세종식물원-헌인,릴리맥NC이스트폴점,
997,MP100274,아라우카리아 포트 소,식물,관엽소형,,,4000,,2,미지정,릴리맥NC이스트폴점,
998,MP100284,아이비 포트,식물,관엽소형,,,2200,,2,미지정,릴리맥NC이스트폴점,
999,MP100294,안스리움 포트 소 레드,식물,관엽소형,,,5000,레드,6,수림원,릴리맥NC이스트폴점,
1000,MP100304,안시리움 미니 레드,식물,관엽소형,,,4000,레드,2,미지정,릴리맥NC이스트폴점,
1001,MP100314,올리브나무포트 소,식물,관엽소형,,,2500,기타,3,세자매농원,릴리맥NC이스트폴점,
1002,MP100324,은행목 포트,식물,관엽소형,,,6000,,2,미지정,릴리맥NC이스트폴점,
1003,MP100334,이오난사,식물,관엽소형,,,1000,,5,미지정,릴리맥NC이스트폴점,
1004,MP100344,죽백 분화 포트,식물,관엽소형,,,2500,,6,세자매농원-과천,릴리맥NC이스트폴점,
1005,MP100354,준쿠스,식물,관엽소형,,,13000,,2,미지정,릴리맥NC이스트폴점,
1006,MP100364,지리홍 분화,식물,관엽소형,,,3500,,4,미지정,릴리맥NC이스트폴점,
1007,MP100374,천냥금 포트,식물,관엽소형,,,2000,,6,진성농원-과천,릴리맥NC이스트폴점,
1008,MP100384,청아이비 포트,식물,관엽소형,,,2000,,6,진성농원-과천,릴리맥NC이스트폴점,
1009,MP100394,춘봉,식물,관엽소형,,,7000,기타,2,수립원,릴리맥NC이스트폴점,
1010,MP100404,측백,식물,관엽소형,,,7000,,2,미지정,릴리맥NC이스트폴점,
1011,MP100414,카네이션포트 레드,식물,관엽소형,,,4500,레드,20,미지정,릴리맥NC이스트폴점,
1012,MP100424,카네이션포트 핑크,식물,관엽소형,,,5000,핑크,20,미지정,릴리맥NC이스트폴점,
1013,MP100434,커피나무 포트,식물,관엽소형,,,2000,,4,미지정,릴리맥NC이스트폴점,
1014,MP100444,크로톤 포트,식물,관엽소형,,,2500,기타,2,세자매농원-과천,릴리맥NC이스트폴점,
1015,MP100454,크로톤 포트 소,식물,관엽소형,,,2500,,2,미지정,릴리맥NC이스트폴점,
1016,MP100464,크루시아,식물,관엽소형,,,2000,,8,미지정,릴리맥NC이스트폴점,
1017,MP100474,테이블데코쌍장,식물,관엽소형,,,990,,5,미지정,릴리맥NC이스트폴점,
1018,MP100484,테이블야자,식물,관엽소형,,,1500,기타,4,진성농원,릴리맥NC이스트폴점,
1019,MP100494,팻츠헤데라 포트 소  담쟁이과,식물,관엽소형,,,4000,,2,미지정,릴리맥NC이스트폴점,
1020,MP100504,페페 분화,식물,관엽소형,,,2000,,2,미지정,릴리맥NC이스트폴점,
1021,MP100514,피토니아-레드스타 포트,식물,관엽소형,,,2000,레드,2,진성농원,릴리맥NC이스트폴점,
1022,MP100524,피토니아-화이트 스타 포트,식물,관엽소형,,,2000,레드,2,진성농원,릴리맥NC이스트폴점,
1023,MP100534,하트호야,식물,관엽소형,,,3000,,18,세종식물원-헌인,릴리맥NC이스트폴점,
1024,MP100544,행운목 수경,식물,관엽소형,,,1200,,15,효성농원,릴리맥NC이스트폴점,
1025,MP100554,호야 포트 소,식물,관엽소형,,,2000,,4,미지정,릴리맥NC이스트폴점,
1026,MP100564,홍콩야자나무 포트 칼라홍콩,식물,관엽소형,,,2000,,2,미지정,릴리맥NC이스트폴점,
1027,MP100574,휘토니아,식물,관엽소형,,,2500,,4,미지정,릴리맥NC이스트폴점,
1028,MP100584,휘토니아그린(포트),식물,관엽소형,,,2300,그린,2,미지정,릴리맥NC이스트폴점,
1029,MP100594,휘토니아레드(포트),식물,관엽소형,,,2300,레드,2,미지정,릴리맥NC이스트폴점,
1030,MP100604,히메 몬스테라,식물,관엽소형,,,3000,기타,2,강남농원,릴리맥NC이스트폴점,
1031,MP100614,프랑스고무나무 포트,식물,관엽소형,,,2500,,2,진성농원-과천,릴리맥NC이스트폴점,
1032,MP200014,녹보수 포트 대,식물,관엽중형,,,28000,,1,미지정,릴리맥NC이스트폴점,
1033,MP200024,도쿠리난(완),식물,관엽중형,,,15000,기타,1,송광농원,릴리맥NC이스트폴점,
1034,MP200034,루비고무나무 완제-시멘트분,식물,관엽중형,,,28000,기타,2,채아네가든,릴리맥NC이스트폴점,
1035,MP200044,만냥금,식물,관엽중형,,,25000,기타,1,채아네,릴리맥NC이스트폴점,
1036,MP200054,몬스테라(완),식물,관엽중형,,,25000,Green,21,플라워팜,릴리맥NC이스트폴점,
1037,MP200064,바로크벤자민 포트,식물,관엽중형,,,15000,기타,1,송광농원,릴리맥NC이스트폴점,
1038,MP200074,뱅갈-유로스톤 중 완제,식물,관엽중형,,,25000,,2,미지정,릴리맥NC이스트폴점,
1039,MP200084,뱅갈고무나무 중 완제,식물,관엽중형,,,20000,기타,1,낙타농원,릴리맥NC이스트폴점,
1040,MP200094,뱅갈원형 완제,식물,관엽중형,,,35000,,3,채아네가든,릴리맥NC이스트폴점,
1041,MP200104,벤자민고무나무완제 중,식물,관엽중형,,,25000,,1,미지정,릴리맥NC이스트폴점,
1042,MP200114,보석금전수포트 중,식물,관엽중형,,,15000,,16,세종식물원-헌인,릴리맥NC이스트폴점,
1043,MP200124,셀렘 포트 중,식물,관엽중형,,,13000,,1,미지정,릴리맥NC이스트폴점,
1044,MP200134,스노우 사파이어 포트 중,식물,관엽중형,,,7000,,2,미지정,릴리맥NC이스트폴점,
1045,MP200144,스노우사파이어 포트,식물,관엽중형,,,7000,흰색,4,세종식물원,릴리맥NC이스트폴점,
1046,MP200154,스투키 중품 완제,식물,관엽중형,,,30000,,1,미지정,릴리맥NC이스트폴점,
1047,MP200164,아악무,식물,관엽중형,,,8000,,2,미지정,릴리맥NC이스트폴점,
1048,MP200174,안스리움 포트,식물,관엽중형,,,9000,기타,4,진성농원,릴리맥NC이스트폴점,
1049,MP200184,안스리움 포트 중 로얄핑크,식물,관엽소형,,,9000,핑크,6,수림원-과천,릴리맥NC이스트폴점,
1050,MP200194,인삼팬더 고무나무 중,식물,관엽중형,,,25000,기타,3,채아네,릴리맥NC이스트폴점,
1051,MP200204,칼라벤자민 포트,식물,관엽중형,,,6000,,2,미지정,릴리맥NC이스트폴점,
1052,MP200214,콤팩타 분화(완),식물,관엽중형,,,25000,,1,미지정,릴리맥NC이스트폴점,
1053,MP200224,콩고 포트,식물,관엽중형,,,6000,기타,2,세종식물원,릴리맥NC이스트폴점,
1054,MP200234,타마린드 포트,식물,관엽중형,,,17000,,1,미지정,릴리맥NC이스트폴점,
1055,MP200244,파키라 분화,식물,관엽중형,,,12000,,7,미지정,릴리맥NC이스트폴점,
1056,MP200254,팬다 완제,식물,관엽중형,,,35000,,2,미지정,릴리맥NC이스트폴점,
1057,MP200264,펜더고무나무(완),식물,관엽중형,,,25000,,2,미지정,릴리맥NC이스트폴점,
1058,MP200274,포인세티아,식물,관엽중형,,,2500,,5,미지정,릴리맥NC이스트폴점,
1059,MP200284,포인세티아 레드 포트,식물,관엽중형,,,2700,레드,5,진성농원,릴리맥NC이스트폴점,
1060,MP200294,프랑스고무나무 포트,식물,관엽중형,,,12000,,2,미지정,릴리맥NC이스트폴점,
1061,MP200304,프랑스고무나무 포트,식물,관엽소형,,,2500,,4,진성농원-과천,릴리맥NC이스트폴점,
1062,MP200314,행운목 포트,식물,관엽중형,,,18000,,1,미지정,릴리맥NC이스트폴점,
1063,MP200324,홍콩야자 포트 중,식물,관엽중형,,,13000,,1,미지정,릴리맥NC이스트폴점,
1064,MP200334,화시아타(완),식물,관엽중형,,,30000,,4,미지정,릴리맥NC이스트폴점,
1065,MP200344,화시아타포트,식물,관엽중형,,,12000,기타,5,강남농원,릴리맥NC이스트폴점,
1066,MP200354,휘커스움베르타 분화,식물,관엽중형,,,7000,,5,미지정,릴리맥NC이스트폴점,
1067,MP200364,휘커스움베르타-유로스톤,식물,관엽중형,,,25000,기타,2,채아네가든,릴리맥NC이스트폴점,
1068,MP300014,금전수 대품,식물,관엽대형,,,100000,,1,미지정,릴리맥NC이스트폴점,
1069,MP300024,금전수(완),식물,관엽대형,,,1,,1,미지정,릴리맥NC이스트폴점,
1070,MP300034,녹보수 대 (완),식물,관엽대형,,,82000,,1,미지정,릴리맥NC이스트폴점,
1071,MP300044,드라코 대품 포트,식물,관엽대형,,,65000,,1,미지정,릴리맥NC이스트폴점,
1072,MP300054,떡갈고무나무(완),식물,관엽대형,,,58000,,2,채아네가든,릴리맥NC이스트폴점,
1073,MP300064,마지나타,식물,관엽대형,,,25000,기타,1,낙타농원,릴리맥NC이스트폴점,
1074,MP300074,마지나타 레인보우 포트 대,식물,관엽대형,,,30000,,1,미지정,릴리맥NC이스트폴점,
1075,MP300084,뱅갈 고무나무 대품 완제,식물,관엽대형,,,60000,기타,1,채아네가든,릴리맥NC이스트폴점,
1076,MP300094,스투키 대 분화,식물,관엽대형,,,12000,,4,미지정,릴리맥NC이스트폴점,
1077,MP300104,스투키 대품 완제,식물,관엽대형,,,67000,,1,미지정,릴리맥NC이스트폴점,
1078,MP300114,여인초 완제 대,식물,관엽대형,,,75000,,2,채아네가든,릴리맥NC이스트폴점,
1079,MP600014,만천홍 분화,식물,서양란,,,55000,,30,미지정,릴리맥NC이스트폴점,
1080,MP600024,백조호접포트,식물,서양란,,,11000,,1,미지정,릴리맥NC이스트폴점,
1081,MP600034,서양난 라디아타,식물,서양란,,,18000,기타,1,억불농원,릴리맥NC이스트폴점,
1082,MP600044,서양난 르네,식물,서양란,,,8000,,7,한성난원-양재,릴리맥NC이스트폴점,
1083,MP600054,서양난 보자기난,식물,관엽중형,,,25000,,6,한성난원-양재,릴리맥NC이스트폴점,
1084,MP600064,서양난 블루베리,식물,서양란,,,9000,블루,1,미지정,릴리맥NC이스트폴점,
1085,MP600074,서양난 블루사파이어,식물,서양란,,,12000,블루,2,한성난원,릴리맥NC이스트폴점,
1086,MP600084,서양난 선셋,식물,서양란,,,13000,,2,한성난원,릴리맥NC이스트폴점,
1087,MP600094,서양난 엘레강스,식물,서양란,,,13000,기타,2,한성난원,릴리맥NC이스트폴점,
1088,MP600104,서양난 오렌지,식물,서양란,,,13000,오렌지,4,한성난원,릴리맥NC이스트폴점,
1089,MP600114,서양난 줄링,식물,서양란,,,22000,,1,미지정,릴리맥NC이스트폴점,
1090,MP600124,서양난 피치오렌지,식물,서양란,,,9000,핑크,3,미지정,릴리맥NC이스트폴점,
1091,MP600134,서양란 에일리,식물,서양란,,,12000,기타,1,한성난원,릴리맥NC이스트폴점,
1092,MP600144,호접난 포트,식물,서양란,,,10000,,2,한성난원,릴리맥NC이스트폴점,
1093,MP700014,동양난 투각분 완제,식물,동양란,,,33000,,2,미지정,릴리맥NC이스트폴점,
1094,MP700024,동양난포트,식물,동양란,,,25000,,2,미지정,릴리맥NC이스트폴점,
1095,MP700034,황룡투각,식물,동양란,,,20000,,2,미지정,릴리맥NC이스트폴점,
1096,MPD00014,장미 포트,식물,기타식물,,,5000,,20,대박농원,릴리맥NC이스트폴점,
1097,MR400014,수국 프리저브드 3 라이트레드,프리저브드,폼플라워,,,7700,레드,19,헌인자재,릴리맥NC이스트폴점,
1098,MR400024,프리저브드 수국 11 진블루,프리저브드,폼플라워,,,7700,블루,0,미지정,릴리맥NC이스트폴점,
1099,MR400034,프리저브드 수국 13 연보라,프리저브드,폼플라워,,,7700,보라,0,미지정,릴리맥NC이스트폴점,
1100,MR400044,프리저브드 수국 21 라이트오렌지,프리저브드,폼플라워,,,7700,주황,0,미지정,릴리맥NC이스트폴점,
1101,MR400054,프리저브드 수국 4  핫핑크,프리저브드,폼플라워,,,7700,핑크,0,미지정,릴리맥NC이스트폴점,
1102,MR400064,프리저브드 수국 6  진핑크,프리저브드,폼플라워,,,7700,핑크,0,미지정,릴리맥NC이스트폴점,
1103,MR400074,프리저브드 수국 8 연블루,프리저브드,폼플라워,,,7700,블루,0,미지정,릴리맥NC이스트폴점,
